,Date, Close/Last, High, Low,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16
0,01/15/2021,1.88,2.04,1.85,-0.07182573457125561,-0.009852296443011594,-0.01421225129109787,0.07483687310753272,-0.08167803101426724,-0.024064547734109515,0.012919999999999997,-0.06299999999999999,-0.02786424242424242,-0.06197343812824402,-0.057613483280157744,45.45067293269885,0.041453596673263204,-0.009100000000000108,-0.02590673575129536,-4.690663111638254
1,01/14/2021,2.02,2.1,1.95,-0.009852296443011594,-0.01421225129109787,0.07483687310753272,0.021053409197832263,-0.024064547734109515,0.06062462181643484,-0.040000000000000036,-0.06400000000000002,-0.03743030303030302,0.004359954848086276,-0.08468916955054431,56.901878938235036,0.050746535144755356,0.1358999999999997,-0.0049261083743841316,63.93250639325062
2,01/13/2021,2.04,2.05,1.92,-0.01421225129109787,0.07483687310753272,0.021053409197832263,-0.09143420595963195,0.06062462181643484,0.09589028230536506,-0.01492,0.009000000000000008,-0.033723636363636345,-0.08904912439863058,-0.03526566048893014,58.734001631892895,0.047615027009899835,0.16506666666666647,0.004926108374384351,48.64621152796566
3,01/12/2021,2.0692,2.08,1.92,0.07483687310753272,0.021053409197832263,-0.09143420595963195,0.14049036294882608,0.09589028230536506,-0.07038079676179962,-0.04183999999999997,0.018000000000000016,-0.028016969696969686,0.05378346390970046,0.16627107906716465,61.22851971022114,0.040889138052176754,0.19753333333333312,0.06659793814432989,66.31648063033488
4,01/11/2021,1.92,1.95,1.8,0.021053409197832263,-0.09143420595963195,0.14049036294882608,0.01123607326692597,-0.07038079676179962,0.04905615698919421,-0.038999999999999965,0.052000000000000005,-0.008727272727272722,0.11248761515746421,-0.11943695375099382,52.247357535096484,0.028736615956287404,0.03916666666666635,-0.08133971291866025,-30.845582700833674
5,01/08/2021,1.88,2.04,1.8507,-0.09143420595963195,0.14049036294882608,0.01123607326692597,0.034486176071169404,0.04905615698919421,0.15172643621575188,-0.06299999999999999,0.04299999999999997,0.0003030303030303033,-0.23192456890845803,-0.10267027922655791,49.53099216941242,0.02799886424907916,-0.005833333333333579,-0.11320754716981142,-12.043004578925137
6,01/07/2021,2.06,2.09,1.81,0.14049036294882608,0.01123607326692597,0.034486176071169404,-0.04011999378942529,0.15172643621575188,0.04572224933809515,-0.06400000000000002,0.052999999999999936,0.011999999999999983,0.12925428968190011,0.10600418687765667,63.65207282315384,0.030722695862801075,0.1716666666666664,0.0,26.91117042968941
7,01/06/2021,1.79,1.87,1.67,0.01123607326692597,0.034486176071169404,-0.04011999378942529,-0.027702602549335823,0.04572224933809515,-0.00563381771825602,0.009000000000000008,0.052999999999999936,0.033878787878787855,-0.023250102804243434,0.05135606705635126,42.24761886028552,0.015425147182674737,-0.12583333333333346,-0.15165876777251178,-117.42196279926543
8,01/05/2021,1.77,1.79,1.64,0.034486176071169404,-0.04011999378942529,-0.027702602549335823,0.016529301951210506,-0.00563381771825602,-0.06782259633876117,0.018000000000000016,0.005999999999999983,0.03321212121212119,0.07460616986059469,0.06218877862050523,39.97854111713386,0.02316645563556552,-0.17000000000000015,-0.09693877551020405,-160.68663792826493
9,01/04/2021,1.71,1.8199,1.68,-0.04011999378942529,-0.027702602549335823,0.016529301951210506,-0.08515780834030683,-0.06782259633876117,-0.011173300598125189,0.052000000000000005,0.023,0.03757575757575755,-0.012417391240089466,-0.05664929574063579,33.14953920864566,0.03474657725164687,-0.2633333333333334,-0.14500000000000002,-123.88581577340754
