,Date, Close/Last, High, Low,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16
0,12/11/2020,161.24,163.4,157.68,0.018275636954654954,0.04343879332238331,0.044514733446824536,0.004770308745277123,0.061714430277038226,0.08795352676920774,-4.720999999999998,-1.4139999999999986,-2.2339393939393943,-0.025163156367728357,-0.026239096492169583,89.73643678888337,4.714136460574139,17.886666666666656,0.18463007861288658,223.83540988325842
1,12/10/2020,158.32,158.8,151.73,0.04343879332238331,0.044514733446824536,0.004770308745277123,0.0015951732064438022,0.08795352676920774,0.049285042192101745,-3.5789999999999993,-1.4350000000000023,-1.7186666666666677,-0.0010759401244412256,0.038668484577106185,88.02932015503403,3.7516658392599425,17.073333333333323,0.16002344665885115,208.8124016185277
2,12/09/2020,151.59,156.5631,147.01,0.044514733446824536,0.004770308745277123,0.0015951732064438022,-0.0011792863216803348,0.049285042192101745,0.006365481951721004,-1.5620000000000005,-1.6239999999999981,-1.3201212121212134,0.03974442470154741,0.04291956024038073,82.0734328635873,2.7659427431206325,11.633333333333326,0.06700922080664469,172.8948264231738
3,12/08/2020,144.99,147.07,143.5,0.004770308745277123,0.0015951732064438022,-0.0011792863216803348,0.0037507858100827795,0.006365481951721004,0.00041588688476335657,-0.26400000000000434,-1.4789999999999963,-1.1891515151515155,0.0031751355388333208,0.005949595066957458,68.9383330050432,2.1528060968755938,5.742499999999978,0.0074346859366316125,76.0160802885238
4,12/07/2020,144.3,145.2,142.54,0.0015951732064438022,-0.0011792863216803348,0.0037507858100827795,0.02422994997621488,0.00041588688476335657,0.002571499488402417,-0.8450000000000045,-1.6960000000000008,-1.3613333333333337,0.0027744595281241373,-0.0021556126036389772,66.72955480342343,2.0109072342591787,5.238333333333344,-0.02394480519480514,54.28431848660276
5,12/04/2020,144.07,146.2,143.8,-0.0011792863216803348,0.0037507858100827795,0.02422994997621488,0.009095855012097474,0.002571499488402417,0.027980735786297572,-1.4139999999999986,-0.9579999999999955,-1.2672121212121201,-0.004930072131763114,-0.025409236297895214,66.03175425656784,1.8707976716577548,5.020833333333343,-0.006961676316515159,67.28897085958005
6,12/03/2020,144.24,145.0956,142.06,0.0037507858100827795,0.02422994997621488,0.009095855012097474,-0.0030889719615858316,0.027980735786297572,0.03332580498831239,-1.4350000000000023,0.27099999999999796,-1.0689696969696967,-0.020479164166132102,-0.005345069202014694,66.93098907542097,1.6881735001677782,4.890833333333347,0.012423668140661264,52.35528935747144
7,12/02/2020,143.7,143.84,139.0,0.02422994997621488,0.009095855012097474,-0.0030889719615858316,0.02483607432220065,0.03332580498831239,0.006006883050511743,-1.6239999999999981,1.8859999999999957,-0.462484848484848,0.015134094964117406,0.02731892193780071,65.64293755274198,1.4132143067363074,4.235833333333346,0.004473647420662564,26.0795957032706
8,12/01/2020,140.26,142.2,137.565,0.009095855012097474,-0.0030889719615858316,0.02483607432220065,0.01213212099195994,0.006006883050511743,0.021747102360614674,-1.4789999999999963,2.771999999999997,0.23521212121212054,0.012184826973683305,-0.01574021931010318,56.230547396793675,1.096692364476695,0.6116666666666788,-0.020872600349040205,-6.46454712234979
9,11/30/2020,138.99,139.4,135.01,-0.0030889719615858316,0.02483607432220065,0.01213212099195994,0.009872929859419895,0.021747102360614674,0.03696819531416048,-1.6960000000000008,3.0899999999999976,0.914727272727272,-0.027925046283786482,-0.01522109295354577,52.02527892922182,1.0269979237820621,-0.9974999999999739,-0.03606352729038067,-38.29320246742298
10,11/27/2020,139.42,139.99,135.0922,0.02483607432220065,0.01213212099195994,0.009872929859419895,-0.02281354745931018,0.03696819531416048,0.022005050851379795,-0.9579999999999955,2.2970000000000055,1.2671515151515158,0.012703953330240712,0.014963144462780756,53.53457270131393,1.052413413313161,-0.8866666666666561,-0.03180555555555564,-25.84450048951918
11,11/25/2020,136.0,136.2,132.2554,0.01213212099195994,0.009872929859419895,-0.02281354745931018,-0.0027147013993865715,0.022005050851379795,-0.012940617599890247,0.27099999999999796,0.19600000000000364,1.4320606060606058,0.002259191132540044,0.03494566845127012,41.92025146875431,1.025763170302838,-4.9891666666666765,-0.05516187300263997,-66.8540493665932
12,11/24/2020,134.36,135.3785,132.44,0.009872929859419895,-0.02281354745931018,-0.0027147013993865715,-0.040141810140616734,-0.012940617599890247,-0.025528248858696687,1.8859999999999957,-0.7089999999999975,1.364181818181818,0.032686477318730076,0.012587631258806468,35.1875013134849,1.3250457594743636,-7.432499999999976,-0.042406100776851176,-70.80871525670008
13,11/23/2020,133.04,136.74,132.5,-0.02281354745931018,-0.0027147013993865715,-0.040141810140616734,-0.012937695758291894,-0.025528248858696687,-0.04285651154000339,2.771999999999997,-1.1200000000000017,1.1117575757575764,-0.020098846059923608,0.017328262681306553,29.48548478070653,1.8547475986063944,-9.660833333333358,-0.007978525091343088,-70.24029574861349
14,11/20/2020,136.11,137.97,136.0,-0.0027147013993865715,-0.040141810140616734,-0.012937695758291894,-0.026873018251096455,-0.04285651154000339,-0.05307950589890872,3.0899999999999976,-0.10000000000000284,0.714848484848485,0.03742710874123016,0.010222994358905321,35.8412775098067,2.6382616173006284,-6.94083333333333,0.015367400223797106,-33.96953248117611
15,11/19/2020,136.48,139.0,135.255,-0.040141810140616734,-0.012937695758291894,-0.026873018251096455,0.018845293478672264,-0.05307950589890872,-0.03981071400938839,2.2970000000000055,0.41899999999999976,0.37709090909091014,-0.02720411438232484,-0.013268791889520279,36.666840828891836,3.2873538867278285,-6.373333333333363,0.025779782036828097,-27.28254392613231
16,11/18/2020,142.07,147.29,141.95,-0.012937695758291894,-0.026873018251096455,0.018845293478672264,0.018153863185561482,-0.03981071400938839,-0.00802772477242414,0.19600000000000364,0.2509999999999991,-0.03490909090909051,0.013935322492804561,-0.031782989236964154,52.501086330533134,4.030342872262537,-0.1150000000000091,0.07661412549257339,60.453706811938105
17,11/17/2020,143.92,145.48,141.02,-0.026873018251096455,0.018845293478672264,0.018153863185561482,-0.004132671451097615,-0.00802772477242414,0.03699915666423385,-0.7089999999999975,-0.6129999999999995,-0.3626666666666665,-0.045718311729768715,-0.04502688143665794,59.923264189910086,4.350880190203014,2.640833333333319,0.10114766641162969,62.84606269524936
18,11/16/2020,147.84,151.18,146.22,0.018845293478672264,0.018153863185561482,-0.004132671451097615,-0.0013272329146111976,0.03699915666423385,0.0140211917344639,-1.1200000000000017,-2.3849999999999967,-0.8839393939393939,0.000691430293110782,0.02297796492976988,80.9352573886418,4.50835320051678,7.884166666666658,0.09600415153087714,129.71756064507144
19,11/13/2020,145.08,145.2,142.5,0.018153863185561482,-0.004132671451097615,-0.0013272329146111976,-0.006540518723706618,0.0140211917344639,-0.00545990436570877,-0.10000000000000284,-2.9729999999999963,-1.0282424242424237,0.022286534636659097,0.01948109610017268,75.74561907319784,4.2446427053097295,6.322500000000019,0.091237307258368,96.48356965585815
