Date, Close/Last, Volume, Open, High, Low
04/28/2020, $0.82, 3338, $0.8, $0.82, $0.76
04/27/2020, $0.794, 2741, $0.82, $0.82, $0.7602
04/24/2020, $0.76, 1366, $0.7202, $0.7604, $0.7202
04/23/2020, $0.7558, 1243, $0.72, $0.756, $0.72
04/22/2020, $0.7344, 1076, $0.76, $0.7798, $0.72
04/21/2020, $0.7128, 1164, $0.76, $0.76, $0.7128
04/20/2020, $0.75, 4097, $0.757, $0.7616, $0.7
04/17/2020, $0.721, 1684, $0.76, $0.78, $0.721
04/16/2020, $0.76, 859, $0.724, $0.76, $0.72
04/15/2020, $0.762, 2214, $0.771, $0.771, $0.7366
04/14/2020, $0.774, 7849, $0.794, $0.794, $0.7
04/13/2020, $0.7562, 5607, $0.76, $0.8356, $0.666
04/09/2020, $0.7662, 20846, $0.94, $0.94, $0.66
04/08/2020, $0.74, 2101, $0.74, $0.767, $0.74
04/07/2020, $0.74, 4925, $0.752, $0.77, $0.72
04/06/2020, $0.7798, 8265, $0.84, $0.84, $0.6814
04/03/2020, $0.7602, 3046, $0.777, $0.82, $0.72
04/02/2020, $0.74, 5775, $0.778, $0.778, $0.5202
04/01/2020, $0.6742, 2385, $0.7362, $0.76, $0.6742
03/31/2020, $0.7282, 24137, $0.7084, $1, $0.675
03/30/2020, $0.68, 10286, $0.68, $0.68, $0.56
03/27/2020, $0.646, 3765, $0.6, $0.68, $0.6
03/26/2020, $0.66, 16050, $0.68, $0.68, $0.64
03/25/2020, $0.658, 8048, $0.6706, $0.68, $0.6162
03/24/2020, $0.6388, 1865, $0.6688, $0.68, $0.6388
03/23/2020, $0.637, 5271, $0.68, $0.68, $0.584
03/20/2020, $0.66, 28368, $0.58, $0.696, $0.554
03/19/2020, $0.586, 4563, $0.58, $0.6, $0.58
03/18/2020, $0.584, 6049, $0.6, $0.63, $0.58
03/17/2020, $0.6588, 7221, $0.58, $0.6588, $0.5396
03/16/2020, $0.58, 26870, $0.5, $0.6768, $0.481
03/13/2020, $0.622, 15518, $0.7526, $0.7526, $0.481
03/12/2020, $0.7168, 34348, $0.82, $0.82, $0.5967
03/11/2020, $0.784, 14854, $0.8178, $0.8358, $0.729
03/10/2020, $0.8558, 11816, $0.84, $0.8754, $0.8048
03/09/2020, $0.8574, 8866, $0.96, $0.96, $0.7
03/06/2020, $0.905, 15861, $1, $1, $0.698
03/05/2020, $0.88, 13087, $0.8603, $0.99, $0.8603
03/04/2020, $0.9, 16971, $0.96, $0.96, $0.88
03/03/2020, $0.9398, 25057, $0.956, $0.956, $0.7604
03/02/2020, $0.89, 14267, $0.88, $0.9558, $0.7
02/28/2020, $0.86, 18413, $0.892, $0.892, $0.8
02/27/2020, $0.912, 19015, $0.925, $0.96, $0.892
02/26/2020, $0.9252, 3584, $0.984, $0.984, $0.9202
02/25/2020, $0.9602, 26139, $0.92, $1, $0.92
02/24/2020, $1.009, 8822, $1, $1.018, $0.972
02/21/2020, $0.9792, 23196, $1.0382, $1.0398, $0.8796
02/20/2020, $1.04, 10888, $0.98, $1.04, $0.98
02/19/2020, $1.04, 13461, $1.026, $1.04, $0.98
02/18/2020, $1.02, 13356, $1.006, $1.04, $1
02/14/2020, $1.04, 7048, $1.072, $1.072, $0.952
02/13/2020, $1.06, 6533, $1.078, $1.0795, $0.9842
02/12/2020, $1.0752, 25802, $0.92, $1.098, $0.92
02/11/2020, $1, 4678, $1, $1.0338, $1
02/10/2020, $1.0338, 8058, $1.02, $1.08, $1
02/07/2020, $1.0348, 13468, $1.0784, $1.0784, $0.9822
02/06/2020, $1.0569, 10307, $1.04, $1.12, $1
02/05/2020, $1.096, 15744, $1.0302, $1.12, $1.021
02/04/2020, $1.0674, 18156, $1.1, $1.1, $1.02
02/03/2020, $1, 27419, $1.02, $1.02, $0.92
01/31/2020, $1.038, 45784, $1.0904, $1.0904, $1.02
01/30/2020, $1.08, 8394, $1.06, $1.12, $1.042
01/29/2020, $1.1, 30473, $1.13, $1.13, $1.06
01/28/2020, $1.122, 17659, $1.156, $1.1602, $1.12
01/27/2020, $1.1244, 14633, $1.1, $1.2, $1.1
01/24/2020, $1.1528, 26617, $1.1486, $1.1938, $1.1
01/23/2020, $1.16, 35413, $1.1458, $1.2, $1.0322
01/22/2020, $1.16, 38775, $1.1, $1.198, $1.1
01/21/2020, $1.2, 235406, $1.1, $1.276, $1.02
01/17/2020, $1.14, 172375, $1.22, $1.26, $1.04
01/16/2020, $1.242, 128903, $1.2464, $1.28, $1.2
01/15/2020, $1.2466, 231467, $1.26, $1.34, $1.18
01/14/2020, $1.36, 2772959, $2, $3.7, $1.32
01/13/2020, $1.4, 3127, $1.32, $1.4, $1.32
01/10/2020, $1.4, 10604, $1.5, $1.5, $1.39
01/09/2020, $1.3666, 9746, $1.3036, $1.3666, $1.3036
01/08/2020, $1.34, 5618, $1.33, $1.34, $1.302
01/07/2020, $1.3398, 4786, $1.5, $1.5, $1.3375
01/06/2020, $1.483, 767, $1.4, $1.49, $1.4
01/03/2020, $1.5, 1186, $1.4696, $1.5, $1.34
01/02/2020, $1.4708, 1863, $1.4644, $1.4797, $1.44
12/31/2019, $1.44, 6988, $1.47, $1.542, $1.3338
12/30/2019, $1.5398, 363, $1.5285, $1.5398, $1.5285
12/27/2019, $1.5616, 1490, $1.5076, $1.5796, $1.4604
12/26/2019, $1.6, 1524, $1.46, $1.6, $1.46
12/24/2019, $1.5998, 999, $1.6, $1.6, $1.5998
12/23/2019, $1.64, 1216, $1.4114, $1.64, $1.4114
12/20/2019, $1.5528, 2156, $1.42, $1.6328, $1.42
12/19/2019, $1.66, 1030, $1.524, $1.66, $1.52
12/18/2019, $1.59, 9155, $1.54, $1.6398, $1.52
12/17/2019, $1.6, 2625, $1.61, $1.64, $1.5478
12/16/2019, $1.5928, 871, $1.6396, $1.6396, $1.4272
12/13/2019, $1.6, 1191, $1.5, $1.6724, $1.5
12/12/2019, $1.397, 550, $1.397, $1.397, $1.397
12/11/2019, $1.54, 9602, $1.7, $1.7, $1.44
12/10/2019, $1.68, 16600, $1.5002, $1.7, $1.5
12/09/2019, $1.4688, 4652, $1.4306, $1.6176, $1.32
12/06/2019, $1.642, 2890, $1.56, $1.642, $1.4208
12/05/2019, $1.5462, 394, $1.44, $1.596, $1.44
12/04/2019, $1.58, 2589, $1.44, $1.609, $1.44
12/03/2019, $1.5814, 4342, $1.5, $1.5814, $1.421
12/02/2019, $1.62, 1196, $1.68, $1.68, $1.62
11/29/2019, $1.64, 8891, $1.72, $1.72, $1.5704
11/27/2019, $1.54, 9185, $1.46, $1.7, $1.46
11/26/2019, $1.421, 859, $1.4208, $1.6332, $1.34
11/25/2019, $1.5998, 4173, $1.5982, $1.5998, $1.4202
11/22/2019, $1.58, 539, $1.3, $1.6, $1.3
11/21/2019, $1.6, 97, $1.6, $1.6, $1.6
11/20/2019, $1.5908, 2936, $1.58, $1.6098, $1.28
11/19/2019, $1.58, 5679, $1.42, $1.58, $1.42
11/18/2019, $1.5998, 2979, $1.6, $1.602, $1.5
11/15/2019, $1.6044, 5491, $1.6, $1.7598, $1.6
11/14/2019, $1.608, 1349, $1.42, $1.68, $1.42
11/13/2019, $1.52, 3587, $1.4744, $1.5326, $1.46
11/12/2019, $1.6485, 994, $1.72, $1.72, $1.4588
11/11/2019, $1.6998, 2716, $1.78, $1.78, $1.68
11/08/2019, $1.62, 13098, $1.6, $1.8, $1.5
11/07/2019, $1.56, 6253, $1.48, $1.56, $1.47
11/06/2019, $1.48, 2732, $1.4272, $1.48, $1.42
11/05/2019, $1.4518, 14347, $1.3354, $1.46, $1.3354
11/04/2019, $1.3993, 6087, $1.38, $1.4, $1.1802
11/01/2019, $1.3998, 3840, $1.384, $1.4, $1.384
10/31/2019, $1.32, 9979, $1.4, $1.52, $1.18
10/30/2019, $1.3745, 18436, $1.38, $1.405, $1.1802
10/29/2019, $1.44, 3262, $1.42, $1.44, $1.38
10/28/2019, $1.4048, 1571, $1.38, $1.4048, $1.333
