Date, Close/Last, Volume, Open, High, Low
03/25/2019, $166.88, 1623290, $165.57, $167.19, $163.76
03/22/2019, $166.73, 2263890, $170.72, $170.8862, $165.98
03/21/2019, $171.77, 2103000, $168.7, $171.9391, $168.7
03/20/2019, $170.17, 2050960, $171.28, $171.28, $166.6
03/19/2019, $170.73, 1663835, $172.11, $172.18, $169.97
03/18/2019, $171.17, 2129850, $172.41, $174.02, $169.67
03/15/2019, $170.48, 2978713, $169.41, $170.95, $168.75
03/14/2019, $167.74, 2268097, $167.96, $168.04, $166.15
03/13/2019, $168.17, 2431552, $167.8, $170.77, $167.1
03/12/2019, $166.99, 1832002, $168.45, $168.77, $164.56
03/11/2019, $166.96, 2173998, $165.6, $167.56, $164.46
03/08/2019, $163.65, 2633502, $162.94, $164.71, $160.83
03/07/2019, $165.72, 3245204, $169.63, $170, $164.9
03/06/2019, $170.24, 5133000, $169.215, $173.52, $169.11
03/05/2019, $167.74, 5795895, $161.47, $170.28, $161.11
03/04/2019, $160.92, 4316911, $163.71, $164.252, $158.44
03/01/2019, $162.09, 2653936, $164.18, $165.5, $161.98
02/28/2019, $162.54, 3410116, $162, $163.19, $160.91
02/27/2019, $162.17, 3703922, $161.55, $163.4, $160.6491
02/26/2019, $161.98, 4826885, $164, $164.34, $160.6
02/25/2019, $165, 5827152, $170.01, $170.55, $164.86
02/22/2019, $167.17, 9226824, $173.5, $174.17, $164
02/21/2019, $171.81, 4098620, $171.73, $172.89, $169.73
02/20/2019, $171.18, 4034152, $173.39, $176.0887, $170.51
02/19/2019, $172.45, 3153975, $169.53, $173.6, $169.2
02/15/2019, $170.06, 3435868, $175.49, $175.63, $169
02/14/2019, $174.08, 2015557, $173.5, $174.96, $171.55
02/13/2019, $173.82, 2544736, $172.98, $175.35, $171.71
02/12/2019, $170.25, 2395569, $169.04, $171.54, $169.01
02/11/2019, $168.06, 2778721, $172.22, $172.37, $166.57
02/08/2019, $169.9, 2121881, $170.46, $170.48, $166.66
02/07/2019, $171.58, 1979561, $173.52, $173.96, $170.06
02/06/2019, $173.85, 1245863, $176.23, $176.54, $173.59
02/05/2019, $176.23, 1533405, $175.31, $176.89, $173.535
02/04/2019, $173.94, 1583267, $172.35, $175.535, $171.01
02/01/2019, $171.27, 1988870, $172.68, $173.54, $169.38
01/31/2019, $172.63, 3317196, $171.05, $175.09, $170.36
01/30/2019, $169.34, 2410359, $166.72, $170.1, $165.25
01/29/2019, $165.27, 1464990, $167.91, $167.975, $164.15
01/28/2019, $167.5, 2026413, $164.18, $168.23, $162.72
01/25/2019, $167.1, 2985084, $164.99, $168.06, $163.4
01/24/2019, $162.7, 2921835, $163.25, $163.55, $161
01/23/2019, $163.26, 4426317, $162, $163.36, $158.9
01/22/2019, $160.39, 7084461, $167.35, $167.46, $158.52
01/18/2019, $171.36, 3233650, $170.54, $174.275, $169.8
01/17/2019, $168.11, 3117428, $167.84, $169.94, $164.55
01/16/2019, $169.75, 2101361, $169.62, $171.33, $168.56
01/15/2019, $167.93, 2359740, $164.43, $169.94, $164.4
01/14/2019, $163.03, 1786562, $162.82, $163.97, $161.59
01/11/2019, $166.11, 2340426, $167.85, $168.35, $164.68
01/10/2019, $168.35, 2134928, $164.98, $168.45, $162.91
01/09/2019, $166.64, 3391256, $166.72, $168.405, $165.48
01/08/2019, $163.4, 3251809, $162.19, $163.89, $158.16
01/07/2019, $162.6, 3260746, $162.6, $164.49, $158.51
01/04/2019, $160.95, 3845667, $157.6, $162.43, $157.25
01/03/2019, $154.71, 3839620, $158.75, $159.88, $153.78
01/02/2019, $162.25, 2983776, $156.18, $164.33, $155.49
12/31/2018, $158.6, 2485471, $163.8, $164.4, $157.52
12/28/2018, $162.17, 2147294, $162.03, $164.605, $160.6
12/27/2018, $161.58, 2637025, $160.54, $161.95, $156.04
12/26/2018, $163.04, 2666330, $158.32, $163.17, $154.61
12/24/2018, $157.12, 2354022, $155.29, $161.48, $155.25
12/21/2018, $157.42, 4933852, $162.29, $162.77, $156.25
12/20/2018, $160.36, 4151188, $160.86, $164.59, $159.831
12/19/2018, $162.48, 3968143, $167.94, $169.14, $160
12/18/2018, $167.61, 2938266, $173.12, $173.29, $167.21
12/17/2018, $169.86, 4174384, $176.58, $176.78, $167.53
12/14/2018, $177.54, 2074884, $177.7, $180.51, $176.48
12/13/2018, $179.9, 1795384, $182.39, $183.1, $179.17
12/12/2018, $179.75, 2782054, $180.5, $182.95, $179.3
12/11/2018, $176.85, 3128124, $181.84, $182.1, $176.01
12/10/2018, $179.2, 1939824, $178.26, $181.55, $174.25
12/07/2018, $179.56, 2852213, $180.11, $185.15, $178.62
12/06/2018, $180.7, 4344865, $176.01, $183.49, $174.66
12/04/2018, $182.66, 4590765, $192.37, $193.5, $180
12/03/2018, $191.33, 3628593, $196, $196, $189.21
11/30/2018, $188.28, 2936647, $183.04, $189.59, $182.38
11/29/2018, $183.22, 3404255, $186.5, $187.49, $182.445
11/28/2018, $188.44, 3333941, $185.8, $188.5, $181.7483
11/27/2018, $182.79, 2683350, $183.6, $185.25, $181.11
11/26/2018, $185.19, 1858371, $186.26, $186.87, $183.83
11/23/2018, $182.61, 1266331, $181.38, $183.31, $181
11/21/2018, $183.95, 2702981, $180.02, $186.27, $179.5227
11/20/2018, $177.48, 3483501, $177.6, $179.96, $175.32
11/19/2018, $183.09, 2663320, $185.86, $186.96, $181.89
11/16/2018, $186.95, 1623024, $187.07, $188, $183.59
11/15/2018, $188.41, 2220654, $186.8, $188.5, $185.37
11/14/2018, $185.06, 2429807, $185.5, $186.98, $181.67
11/13/2018, $183.34, 2968401, $182.39, $185.41, $180.2274
11/12/2018, $180.43, 2277050, $183.47, $183.57, $178.89
11/09/2018, $183.75, 2926685, $184.48, $186.25, $181.65
11/08/2018, $188.55, 2474445, $193.7, $195.75, $187.98
11/07/2018, $195.41, 2060834, $196.01, $196.02, $192.35
11/06/2018, $192.44, 1810909, $191.08, $194.72, $190.42
11/05/2018, $190.59, 3221701, $194.01, $197.17, $189.15
11/02/2018, $194.69, 4663362, $203.23, $206.25, $192.03
11/01/2018, $201.47, 6390087, $192.45, $202.13, $185
10/31/2018, $190.06, 6318333, $184.4, $192.46, $181.91
10/30/2018, $183.37, 5032348, $181.75, $183.6, $177.8
10/29/2018, $181.75, 4273051, $190, $190, $178.1
10/26/2018, $188.51, 2902719, $184.08, $191.35, $182.6
10/25/2018, $190.43, 2768158, $186.21, $192.52, $185.79
10/24/2018, $184.47, 3845595, $193.24, $193.24, $184.02
10/23/2018, $193.42, 3368923, $190.16, $194.96, $187.875
10/22/2018, $196.19, 2794273, $197.87, $198.71, $194.73
10/19/2018, $191.92, 2909649, $193.65, $197.25, $190.89
10/18/2018, $191.88, 4586817, $197.51, $197.97, $190.1
10/17/2018, $200.72, 1735380, $203.74, $203.75, $198.75
10/16/2018, $203.21, 2398270, $202, $203.67, $199.71
10/15/2018, $200.12, 1836903, $201.5, $203.69, $198.78
10/12/2018, $204.36, 3874294, $205.4, $206.65, $200.94
10/11/2018, $198, 4581842, $189.29, $198.1399, $189
10/10/2018, $194.26, 4538449, $198, $198.8, $192.2
10/09/2018, $200.85, 3134183, $201.8, $203.36, $199.4227
10/08/2018, $203.98, 3389548, $200.18, $204.63, $198.1908
10/05/2018, $205.62, 3947795, $208.57, $209.22, $202.21
10/04/2018, $210.07, 4029745, $215, $215.27, $206.61
10/03/2018, $216.35, 2401862, $220.27, $220.97, $215.76
10/02/2018, $218.9, 3938670, $221.67, $222.45, $217.3
10/01/2018, $227.4, 1199340, $230.81, $231.17, $227.2
09/28/2018, $228.68, 1816827, $228.53, $230.65, $226.76
09/27/2018, $230.47, 1976232, $228.7, $231.79, $226.83
09/26/2018, $228.42, 2716035, $228.31, $232.59, $227.73
09/25/2018, $226.6, 1720692, $226.76, $228.66, $224.44
09/24/2018, $226.63, 1526300, $225, $226.84, $224.05
09/21/2018, $228.85, 3500451, $234.88, $234.88, $228.4
09/20/2018, $230.62, 3107612, $230.2, $233, $227.82
09/19/2018, $226.41, 3618518, $218.55, $228.95, $217.74
09/18/2018, $216.88, 2114658, $218.54, $222.38, $215.58
09/17/2018, $217.66, 2154345, $216.84, $220.99, $216.7
09/14/2018, $220.03, 2198314, $224.88, $225, $218.63
09/13/2018, $222.42, 2855785, $223.99, $224.62, $221.11
09/12/2018, $218.69, 3012621, $215, $219.93, $211.98
09/11/2018, $216.1, 2200217, $210.5, $216.727, $208.5
09/10/2018, $213.59, 2136307, $215.87, $217.04, $212.65
09/07/2018, $216.04, 2489079, $214.02, $218.03, $212.4
09/06/2018, $215.05, 2222606, $216.56, $218.7442, $211.9808
09/05/2018, $216.24, 2458426, $219.2, $220.485, $215.61
09/04/2018, $222.18, 2242654, $225.09, $227.5, $220.76
08/31/2018, $226.48, 2017228, $221.71, $226.87, $221.27
08/30/2018, $224.25, 2350238, $224.78, $227.5, $222.55
08/29/2018, $225.87, 1452304, $225.85, $226.85, $223.891
08/28/2018, $225.72, 2188179, $229.7, $230.84, $224.701
08/27/2018, $228.61, 3106532, $228.39, $231.39, $227.765
08/24/2018, $224.36, 2812308, $221.4, $225.09, $220.82
08/23/2018, $219.3, 2900816, $224.27, $224.97, $218.93
08/22/2018, $223.03, 1733470, $223.2, $226.17, $222.151
08/21/2018, $223.13, 2278755, $225.77, $226.279, $222.42
08/20/2018, $223.71, 3224782, $224.7, $226.37, $220.97
08/17/2018, $222.67, 5495422, $221, $225.069, $217.0886
08/16/2018, $217.3, 4334911, $216.12, $221.4, $215.4866
08/15/2018, $213.47, 4259618, $211.37, $214.15, $207.95
08/14/2018, $216.21, 3193416, $218.33, $218.37, $213.67
08/13/2018, $217.57, 2500360, $220.01, $220.175, $216.405
08/10/2018, $220.1, 3350954, $217.5, $221.91, $216.51
08/09/2018, $219.89, 3509814, $223.36, $223.72, $219.6
08/08/2018, $222, 5159775, $226.99, $226.99, $221.28
08/07/2018, $226.67, 7888399, $228.362, $230.25, $224.26
08/06/2018, $232.96, 3698953, $234.11, $235.8, $230.06
08/03/2018, $235.65, 5832522, $235, $237.5, $230.84
08/02/2018, $230.46, 6593328, $230.56, $231.5, $226.21
08/01/2018, $228.07, 13983840, $234.99, $237.72, $226.6388
07/31/2018, $247.18, 4258715, $253.84, $255.94, $245.53
07/30/2018, $251.4, 2549052, $256.49, $257.31, $248.3
07/27/2018, $255.09, 2310206, $262.63, $262.96, $251.8279
07/26/2018, $260.35, 2059399, $259.82, $263.6323, $257.68
07/25/2018, $262.91, 2639315, $256.41, $263.7, $256.41
07/24/2018, $256.48, 2748471, $265.31, $265.73, $255.1
07/23/2018, $260.38, 1702555, $257.89, $261.095, $257.18
07/20/2018, $259.98, 2213180, $263.36, $265.21, $259.96
07/19/2018, $262.42, 2376513, $266.73, $267.3, $261.93
07/18/2018, $269.42, 2036585, $268.9, $270.09, $264.5
07/17/2018, $270.02, 2674017, $264.1, $271.08, $259.1
07/16/2018, $267.08, 1510246, $266.45, $269.74, $266
07/13/2018, $267.19, 2532581, $271.36, $274, $265.701
07/12/2018, $271.45, 3964270, $264.23, $272.15, $263.695
07/11/2018, $261.25, 2651356, $256.49, $263.96, $255.75
07/10/2018, $261.25, 1921888, $262.99, $264.83, $258.85
07/09/2018, $261.97, 4230159, $259.276, $262.9, $258.6
07/06/2018, $251.77, 3916964, $244.75, $253.5, $243.8756
07/05/2018, $244.07, 2964179, $248.99, $250.69, $243.44
07/03/2018, $246.43, 2298829, $248.71, $249.06, $245.3
07/02/2018, $246.25, 2312605, $238.08, $246.38, $236.28
06/29/2018, $243, 3647336, $245.9, $247.77, $242
06/28/2018, $242.21, 6464138, $241.84, $242.72, $237.8
06/27/2018, $243, 4394737, $255, $255.5, $241.8638
06/26/2018, $250.77, 2401919, $252.46, $253.1135, $248.21
06/25/2018, $250.41, 3987386, $254.28, $254.3, $245.5
06/22/2018, $259, 3026488, $261, $261.74, $258.01
06/21/2018, $260.5, 3244538, $263.22, $265.6, $260.3
06/20/2018, $264.06, 2876096, $263.34, $264.79, $259.42
06/19/2018, $262.11, 4292279, $260.23, $262.17, $256.44
06/18/2018, $268.89, 3663366, $267.3, $269.82, $264.11
06/15/2018, $272.97, 5912834, $268, $273.61, $266.35
06/14/2018, $270.64, 3114528, $270.41, $273.31, $269.75
06/13/2018, $270, 2668096, $268.86, $272.19, $267.92
06/12/2018, $267.42, 3287627, $270.54, $272.88, $265.6649
06/11/2018, $269.78, 2764772, $264, $269.83, $262.52
06/08/2018, $263.59, 3114337, $262.17, $263.89, $259.51
06/07/2018, $264.89, 3645316, $264.69, $268, $263.03
06/06/2018, $263.94, 3366893, $260.18, $263.99, $257.08
06/05/2018, $259.98, 4973938, $262.245, $265.41, $255.2
06/04/2018, $260.9, 5629302, $251, $261, $251
06/01/2018, $248.46, 4545910, $245.39, $251, $244.85
05/31/2018, $242.56, 4398703, $242.04, $245.52, $241.96
05/30/2018, $241.63, 3140201, $243.69, $243.75, $240.47
05/29/2018, $242.05, 3629519, $242.55, $245.04, $240.6
05/25/2018, $243.8, 5293770, $240.478, $245.799, $240.08
05/24/2018, $240.28, 4779166, $243.49, $243.9527, $240.05
05/23/2018, $240.39, 5033236, $238.77, $243.33, $236.61
05/22/2018, $239.97, 7129762, $243.99, $247.05, $239.6
05/21/2018, $240.51, 15232320, $256, $256.3627, $237.83
05/18/2018, $253.01, 16036380, $262.38, $264.665, $251.58
05/17/2018, $279.68, 3238035, $280.26, $283.95, $278.6
05/16/2018, $284.07, 3617516, $272.74, $284.22, $271.2264
05/15/2018, $271.92, 2299528, $266.41, $271.98, $265.61
05/14/2018, $272.26, 3282097, $271.5, $278.76, $271
05/11/2018, $269.91, 2242693, $270.92, $271.49, $266.37
05/10/2018, $268.68, 3069562, $262.18, $269.4, $260.7
05/09/2018, $261.29, 2299989, $263.1, $264.43, $259.71
05/08/2018, $263.09, 3598684, $255, $263.99, $253.4
05/07/2018, $253.9, 3045913, $251.53, $257, $250.25
05/04/2018, $251.73, 2692673, $250.85, $254.74, $249.2933
05/03/2018, $252.46, 2727455, $249, $254.54, $245.74
05/02/2018, $249.8, 3058242, $250.92, $252.74, $246.8
05/01/2018, $252.13, 2469204, $247.24, $254.08, $246.01
04/30/2018, $250.9, 4268192, $253.69, $255, $244.4
04/27/2018, $251.93, 8012024, $253.95, $257.3, $245.63
04/26/2018, $238.69, 3840413, $232.83, $239.4, $232.6
04/25/2018, $231.41, 2250412, $229.2, $231.46, $222.5
04/24/2018, $231.41, 2220157, $233.82, $238.36, $228.5
04/23/2018, $231.42, 1532792, $232.52, $235.05, $230.14
04/20/2018, $232.5, 2274649, $234.92, $235.69, $230.21
04/19/2018, $237.11, 1737361, $238.43, $240.4, $235.2624
04/18/2018, $237.75, 2039197, $237.38, $239.91, $236.5
04/17/2018, $235.67, 2279371, $230.27, $237, $228.63
04/16/2018, $229.9, 1913580, $228.45, $231.065, $226.53
04/13/2018, $228.17, 1608928, $231.88, $233, $225.77
04/12/2018, $231.34, 1213955, $230.75, $232.2365, $229.03
04/11/2018, $229.65, 1380437, $230, $233.5, $228.88
04/10/2018, $231.5, 2622356, $231.32, $233.55, $228.42
04/09/2018, $224.33, 2276948, $224.7, $227.7476, $221.92
04/06/2018, $219.82, 1737328, $221.3, $225.29, $218.13
04/05/2018, $225.57, 1997010, $226.01, $228.4999, $224.37
04/04/2018, $224.3, 4100721, $213.8, $225.95, $213.556
04/03/2018, $220.02, 2344606, $223.53, $224.77, $216.69
04/02/2018, $220.06, 2688697, $220.84, $223.87, $216.11
03/29/2018, $223.19, 3785043, $225, $226.4797, $220.16
03/28/2018, $223.1, 4246406, $228.8, $229.9, $220.2
03/27/2018, $230.96, 3014423, $239.38, $241.209, $228.7
03/26/2018, $235.94, 3322856, $236.61, $237.77, $229.38
03/23/2018, $230.08, 3975792, $236.52, $238.82, $229.34
03/22/2018, $236.11, 5095676, $245, $245.17, $233.72
03/21/2018, $250.05, 2641659, $254.26, $254.26, $249.03
03/20/2018, $254.46, 2359195, $253.75, $256.74, $252.11
03/19/2018, $252.83, 3087709, $261.47, $261.76, $250.35
03/16/2018, $262.39, 4644499, $259.61, $263.7, $257.21
03/15/2018, $262.71, 2505453, $263.01, $264.75, $260.49
03/14/2018, $259.35, 2342565, $259.73, $262.75, $256.725
03/13/2018, $258.35, 2564488, $268, $268, $257.34
03/12/2018, $265.67, 2573403, $264.92, $270.58, $263.24
03/09/2018, $263.56, 3755736, $259.25, $267.6, $257.86
03/08/2018, $257.14, 2284689, $257.54, $258.55, $254.86
03/07/2018, $257.26, 1657859, $255.93, $258.32, $254.16
03/06/2018, $258.73, 2590490, $257.99, $260, $255.73
03/05/2018, $254.89, 2269157, $248.09, $256.33, $246.21
03/02/2018, $250.6, 2431239, $242.32, $251.58, $240.66
03/01/2018, $249.75, 3004554, $251.63, $256.2, $245.68
02/28/2018, $252.34, 2671582, $254, $255, $250.5728
02/27/2018, $250.46, 2694540, $253.5, $257.5605, $250.21
02/26/2018, $256.25, 2590913, $251.34, $256.29, $250.86
02/23/2018, $250.74, 1788876, $250, $252, $246.89
02/22/2018, $249.35, 2349450, $248.09, $249.43, $244.355
02/21/2018, $246.92, 2412659, $247.72, $252.95, $246.75
02/20/2018, $245.43, 2216619, $243.07, $248.01, $242.14
02/16/2018, $244.72, 2197885, $248, $248.74, $242.9
02/15/2018, $248.2, 5588248, $240.99, $248.29, $237.13
02/14/2018, $235.89, 7922485, $236.04, $239.88, $232.688
02/13/2018, $225.6, 4633884, $223.41, $227.7, $221.8
02/12/2018, $221.64, 3081793, $219.99, $223.24, $218.5402
02/09/2018, $215.67, 4632536, $213.46, $218.41, $207.74
02/08/2018, $212.07, 4151485, $223.01, $225.71, $211.7
02/07/2018, $222.5, 2410358, $228.26, $229.6599, $222.5
02/06/2018, $228.77, 5047874, $218, $230, $216
02/05/2018, $225.32, 3936116, $229.42, $235.69, $224.58
02/02/2018, $233.17, 3321965, $237.49, $238.4999, $232.43
02/01/2018, $240.53, 2740974, $243.33, $248.23, $239.37
01/31/2018, $246.92, 3605961, $247.48, $248.18, $242.4
01/30/2018, $244.07, 4570575, $247.87, $249.35, $241.2
01/29/2018, $253.73, 3335056, $256.66, $256.98, $252.8
01/26/2018, $260.25, 2394341, $255.76, $260.4266, $253.8
01/25/2018, $254.14, 2188333, $259.83, $260, $253.03
01/24/2018, $257.96, 2851371, $258.58, $263.41, $252.1
01/23/2018, $257.35, 2229640, $252.89, $257.54, $251.26
01/22/2018, $254.34, 2293313, $255.99, $256.42, $249.5
01/19/2018, $255.98, 1824216, $255.87, $258.33, $254.36
01/18/2018, $254.96, 2042168, $255.49, $256.15, $252.553
01/17/2018, $255.49, 2215546, $260.75, $260.89, $253.08
01/16/2018, $257.78, 4089801, $259.69, $265.77, $256.78
01/12/2018, $253.04, 3039427, $252.49, $256.98, $250.87
01/11/2018, $250.22, 1731018, $250.4, $251.49, $246.89
01/10/2018, $248.95, 2178347, $251.49, $253.74, $247.9
01/09/2018, $254.73, 2617194, $253.54, $254.99, $248.05
01/08/2018, $250.82, 2414646, $247.14, $253.86, $246.75
01/05/2018, $245.14, 2603087, $246.84, $248, $242.6
01/04/2018, $245.73, 1575387, $249, $249.2, $244.28
01/03/2018, $245.55, 1906018, $244.86, $246.2641, $240.0901
01/02/2018, $242.4, 2689315, $236.49, $242.82, $235.26
12/29/2017, $234.21, 1135993, $234.83, $236.13, $232.5
12/28/2017, $234.74, 1005434, $238.57, $239, $234.4
12/27/2017, $237.71, 928749, $237.5, $239.14, $235.61
12/26/2017, $237.83, 1290595, $237.21, $238.77, $235.377
12/22/2017, $239.05, 1169596, $237.76, $241.79, $237.45
12/21/2017, $239.49, 2046179, $234.48, $240.83, $234.01
12/20/2017, $233.37, 1747232, $236.04, $236.95, $231.29
12/19/2017, $235.62, 2721836, $241.59, $242, $235.13
12/18/2017, $240.93, 2070932, $235.82, $241.49, $234.9
12/15/2017, $233.48, 5009986, $233, $233.48, $229.31
12/14/2017, $231.82, 2860127, $233.06, $233.15, $227.81
12/13/2017, $233.24, 2218181, $234.88, $237.17, $231.85
12/12/2017, $232.73, 1911403, $231.51, $232.9499, $229.92
12/11/2017, $233.54, 1994468, $235.5, $236.63, $233.165
12/08/2017, $234.59, 2151303, $236.91, $237.74, $234.43
12/07/2017, $233.01, 1788912, $231.16, $235.659, $231.0057
12/06/2017, $231.15, 2107548, $228.35, $231.89, $227.22
12/05/2017, $231.75, 2874133, $226, $234.1, $225.5
12/04/2017, $229.66, 3325426, $237.71, $237.9115, $226.35
12/01/2017, $235.07, 2387146, $233.65, $238.64, $232.51
11/30/2017, $238.58, 3127218, $237.38, $239.19, $235.19
11/29/2017, $235.49, 3530026, $242.32, $243.88, $229.01
11/28/2017, $244.03, 2342548, $249, $249, $241.91
11/27/2017, $247.02, 2018783, $246, $248.97, $245.62
11/24/2017, $249.42, 1610892, $249.5, $250.3724, $245.73
11/22/2017, $249.65, 3477464, $246.75, $252.9, $246.3908
11/21/2017, $244.3, 2591715, $242, $246.9, $240.198
11/20/2017, $238.54, 2078555, $241, $242.63, $237.66
11/17/2017, $239.27, 2224855, $241.8, $243.04, $239.01
11/16/2017, $239.32, 2262767, $236.71, $240.71, $234.2608
11/15/2017, $234.21, 2656171, $232.01, $234.84, $226.01
11/14/2017, $234.92, 1561131, $236.6, $237, $232.92
11/13/2017, $237.37, 1712006, $234.69, $238.46, $232.02
11/10/2017, $237.4, 1461480, $239.58, $239.58, $236.5
11/09/2017, $240.06, 2564732, $237.99, $240.55, $236.29
11/08/2017, $241.18, 2087088, $243.63, $244.525, $238.8
11/07/2017, $243.47, 1631315, $246.62, $247.92, $242.41
11/06/2017, $244.53, 1833364, $242.71, $246.7, $240.8
11/03/2017, $241.54, 1622040, $242.65, $244.39, $240.32
11/02/2017, $242.09, 2578964, $246.37, $247.225, $239.5
11/01/2017, $245.43, 3615173, $247.71, $251.18, $245.26
10/31/2017, $243.94, 3757234, $238, $244.409, $235.03
10/30/2017, $236.42, 5105438, $240.96, $244.55, $232.44
10/27/2017, $239.37, 10848600, $241.82, $247.39, $235.73
10/26/2017, $260.62, 3640570, $262.06, $265.51, $259.47
10/25/2017, $263.04, 3118904, $264.68, $268.51, $257.69
10/24/2017, $264, 1640690, $266.2, $266.8, $263.115
10/23/2017, $266.13, 2014577, $266.1, $267.87, $261.511
10/20/2017, $264.9, 2115217, $268.4, $269.8, $264.35
10/19/2017, $264.52, 2981269, $262.26, $265.53, $259.15
10/18/2017, $268.97, 2156627, $271.1, $271.49, $266.97
10/17/2017, $270.32, 3191321, $273.7, $274.97, $269.44
10/16/2017, $272.82, 3614577, $264.98, $273.07, $264
10/13/2017, $262.68, 2111045, $260.11, $264.66, $259.61
10/12/2017, $259.33, 2185652, $259.53, $261.36, $258.06
10/11/2017, $260.32, 2796646, $261.06, $263.44, $258.51
10/10/2017, $262.41, 4283551, $254.36, $262.69, $253.52
10/09/2017, $252.22, 2402074, $248.16, $254.28, $247.4345
10/06/2017, $247.69, 1342558, $244.83, $247.86, $244.163
10/05/2017, $245.27, 2155628, $246.49, $247.5, $242.22
10/04/2017, $243.97, 1754219, $246.26, $247, $243.67
10/03/2017, $247, 1997379, $250, $250.49, $246.51
10/02/2017, $248.67, 2319934, $248.62, $250.57, $246.5
09/29/2017, $247.69, 3402070, $242.03, $248, $242.03
09/28/2017, $241.28, 1957971, $238.47, $242.37, $237.2
09/27/2017, $239.82, 2157364, $240.02, $240.75, $237.361
09/26/2017, $236.19, 2392162, $236.29, $240, $234.99
09/25/2017, $234.49, 3485751, $239.87, $239.9, $230.58
09/22/2017, $240.57, 1921756, $237.82, $242.7, $237.19
09/21/2017, $238.92, 2006433, $239.21, $239.69, $235.35
09/20/2017, $237.96, 2007673, $238.5, $240.4, $235.51
09/19/2017, $237.85, 2329093, $239.03, $240.125, $235.7
09/18/2017, $239.07, 2908072, $236.79, $240.43, $235.58
09/15/2017, $235.21, 5226688, $237.87, $239.16, $235.21
09/14/2017, $237.33, 2511505, $235, $238.46, $234.8
09/13/2017, $236.41, 2765238, $237.57, $239, $235.45
09/12/2017, $237.6, 2411724, $234.95, $237.93, $233.84
09/11/2017, $233.5, 2244216, $232.39, $234.62, $232.21
09/08/2017, $229.23, 1831483, $232.78, $235, $228.73
09/07/2017, $233.18, 2470671, $226, $233.54, $225.71
09/06/2017, $226.97, 1999620, $226, $228.96, $223.54
09/05/2017, $225.3, 3159336, $231.29, $232.47, $224.58
09/01/2017, $232.64, 2657661, $228.26, $233.79, $226.61
08/31/2017, $228.05, 2416136, $224, $228.68, $222.61
08/30/2017, $223.88, 1864379, $221.8, $224.71, $220.36
08/29/2017, $220.69, 2033130, $216, $221.7, $213.528
08/28/2017, $219.99, 2993248, $225.92, $226.79, $219.36
08/25/2017, $225.55, 2441392, $224.96, $229.43, $224.44
08/24/2017, $224.86, 2151331, $226.12, $226.7499, $224.11
08/23/2017, $224.99, 1835460, $224.85, $225.71, $223.63
08/22/2017, $226.11, 2462140, $224.49, $226.49, $222.775
08/21/2017, $222.48, 2731132, $223.5, $227.9492, $221.88
08/18/2017, $220.69, 3053687, $220.77, $221.19, $218.5
08/17/2017, $221.05, 2653054, $226.42, $227.0193, $220.36
08/16/2017, $226.14, 2214086, $228, $228.98, $225.71
08/15/2017, $225.33, 2140210, $226.1, $227.66, $223.57
08/14/2017, $223.69, 2446865, $223.51, $224.77, $221
08/11/2017, $223.49, 3327837, $218.6, $224.66, $216.2
08/10/2017, $222.57, 4166496, $227.5, $228.99, $220.47
08/09/2017, $230.3, 2513738, $227.19, $230.49, $225.36
08/08/2017, $229.45, 4021194, $226.6, $233.37, $226.54
08/07/2017, $227.16, 2997829, $225.6, $228.99, $224.77
08/04/2017, $226.05, 3520324, $227.28, $230.34, $225.7
08/03/2017, $227.39, 3433077, $221, $227.9699, $220.551
08/02/2017, $221.96, 3688166, $224.12, $224.64, $218.58
08/01/2017, $225.6, 4340497, $227.14, $227.98, $222.17
07/31/2017, $226.35, 8559579, $223.59, $230, $223.05
07/28/2017, $220, 12587490, $211.01, $225.6, $208.8
07/27/2017, $201, 5157824, $204.01, $205.6, $197.11
07/26/2017, $201.17, 3487979, $196.85, $201.23, $196.75
07/25/2017, $197.05, 2924618, $198.5, $198.65, $195.97
07/24/2017, $198.65, 3926531, $193.975, $199.25, $193.02
07/21/2017, $193.18, 1850685, $190.96, $193.2, $190.56
07/20/2017, $191.32, 1570531, $192.26, $192.86, $190.79
07/19/2017, $190.91, 2123333, $190.8, $192.35, $189.56
07/18/2017, $189.51, 1779135, $187.23, $190.1, $186.69
07/17/2017, $188.23, 2797457, $189.12, $191.779, $186.89
07/14/2017, $188.55, 1665294, $187.99, $189, $187.525
07/13/2017, $186.92, 2225214, $187.47, $188.98, $186.15
07/12/2017, $186.76, 1894666, $185.81, $187.56, $185.26
07/11/2017, $184.41, 1539008, $183.2, $184.56, $181.83
07/10/2017, $182.93, 1467341, $182.31, $183.94, $181.59
07/07/2017, $181.4, 1444651, $181.79, $182.78, $179.92
07/06/2017, $181.79, 2414594, $183.88, $183.89, $180.678
07/05/2017, $183.83, 4442764, $186.37, $187.25, $182.17
07/03/2017, $179.97, 1917192, $179.9, $183.5, $179.63
06/30/2017, $178.86, 2083678, $180.44, $180.88, $178.3101
06/29/2017, $179.63, 3124343, $177.54, $180.455, $177.22
06/28/2017, $178, 2632067, $177, $178.72, $175.83
06/27/2017, $175.6, 2523216, $178.52, $178.65, $175.1
06/26/2017, $178.46, 2061894, $180.59, $181.74, $178.35
06/23/2017, $178.14, 1765066, $180.32, $180.55, $177.61
06/22/2017, $179.33, 1748808, $179.25, $180.714, $177.99
